tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2013-08-31,4KBAKHJ,VOLVO,S40,2011,162896,6083,1343
2019-06-09,YWO6ZCL,VOLKSWAGEN,PASSAT,2001,173497,2383,1884
2018-12-26,6UQHHKV,FORD,KA,2009,125641,384,980
2014-08-19,GN6U6VL,FIAT,ALBEA,2012,26414,9733,896
2018-04-08,TZOZBMP,FIAT,DOBLO,2013,39147,1587,419
2015-04-13,U1I2OUA,VOLKSWAGEN,POLO,2002,185404,3247,493
2018-10-12,JQ63KPG,FORD,KUGA,2012,16308,5520,909
2018-01-08,TEPN0QL,FIAT,ALBEA,2004,184052,6545,1397
2018-04-18,NX9DV75,VOLKSWAGEN,SCIROCCO,2017,93581,6964,1486
2011-02-26,BSZE9Y5,VOLKSWAGEN,GOLF,2007,112508,620,1977
2020-04-11,Y550JXA,FORD,KUGA,2015,2614,1213,1145
2015-04-16,I1X71SJ,FORD,KA,2014,16964,5027,735
2011-10-20,96R84EI,VOLVO,V60,2005,175412,8173,1745
2010-12-11,QTRHTZL,FORD,FIESTA,2004,75506,6856,309
2019-06-09,6RIHRSP,FORD,FOCUS,2019,121099,7537,1240
2017-01-05,W52825F,MERCEDES,E200,2016,178952,6804,1663
2012-05-29,HMRWPA7,FORD,KUGA,2006,21753,8391,1061
2014-05-24,53YQLBS,VOLVO,V40,2005,142365,4933,398
2018-10-23,OFN5HW1,FORD,FOCUS,2007,191377,3710,1058
2019-01-08,CF2COB5,VOLKSWAGEN,SCIROCCO,2013,184829,6894,727
2012-11-23,CM5AZ98,VOLVO,S40,2006,165131,8846,1239
2010-10-11,YRA11DP,FIAT,DOBLO,2000,178120,9768,1140
2018-02-05,QTGVRBY,FORD,FOCUS,2011,25137,7380,739
2016-02-08,R1712TS,VOLVO,V40,2000,35806,6087,1058
2010-09-09,O6FAEYK,VOLKSWAGEN,POLO,2009,124253,3440,769
2013-01-13,P0Z337C,FIAT,EGEA,2008,59468,1532,1358
2018-07-24,KRG9WDJ,MERCEDES,E250,2010,156545,3476,1984
2017-01-13,KW00S15,VOLVO,V40,2002,83171,9937,962
2014-06-30,L3XREZF,FIAT,SPIDER,2003,32135,3797,575
2016-03-11,UWH2EZP,FORD,KUGA,2013,188457,2960,874
2014-02-06,JVF6VSA,FIAT,LINEA,2010,18224,531,331
2018-10-14,DXCJ6HZ,MERCEDES,S600,2014,140873,192,1408
2015-06-02,UQFX18S,MERCEDES,S350,2010,91989,3732,1369
2016-07-29,OD5CPSN,FORD,MONDEO,2001,84625,6928,1607
2017-03-27,CDEZRNT,FIAT,MAREA,2009,144769,1542,958
2017-05-08,DNP8QZ8,FIAT,ALBEA,2009,48799,2890,1264
2018-07-24,0IF17TR,MERCEDES,C180,2007,172171,5318,393
2013-10-13,IBIQ9UA,VOLVO,V40,2009,184976,2967,1201
2018-08-17,HLTXTWY,FORD,KUGA,2013,93445,3872,1345
2019-01-07,57RRXFB,FIAT,EGEA,2019,8757,152,353
2018-03-02,TSXQ9UI,VOLKSWAGEN,POLO,2013,107048,6488,398
2016-12-17,2PVLMS7,VOLVO,V60,2008,161229,7311,1125
2015-03-07,YJ8XFG9,FIAT,MAREA,2007,117514,7028,634
2016-04-03,3U2RBR4,FIAT,EGEA,2015,46288,3274,1363
2019-07-07,LKD6O9H,MERCEDES,C180,2018,1085,1779,1752
2012-05-23,48CF4FE,VOLVO,S40,2004,78025,2301,1041
2011-02-25,5YOLKOM,VOLVO,S60,2000,194988,1521,1353
2011-11-25,032GHF3,FIAT,DOBLO,2010,60239,1850,1359
2013-05-08,UFTM3PT,FIAT,LINEA,2010,68443,6245,1969
2012-07-26,S4T2OYX,FIAT,DOBLO,2009,151597,8136,1452
2015-01-21,3X55EPQ,FIAT,FIORINO,2011,128047,9932,1940
2014-08-01,HD25XOG,MERCEDES,S350,2008,5822,9675,1544
2019-02-13,7EPR3UZ,FORD,ESCORT,2005,194883,8512,1345
2016-03-22,7NMMSJ3,VOLKSWAGEN,GOLF,2008,58294,5058,992
2013-06-08,NBBGZ8P,VOLVO,V40,2007,109708,5912,713
2010-11-08,I862L2Y,VOLVO,S60,2006,2357,1057,1881
2017-07-07,QB8LS3V,VOLVO,S60,2000,99018,8071,1398
2017-06-08,98I9H60,FORD,FIESTA,2000,2274,9912,1473
2017-01-20,NSHRML2,MERCEDES,S600,2001,46071,8372,690
2014-07-28,615KUWL,VOLVO,S60,2002,160212,4910,542
2015-09-27,DGFLDG7,VOLVO,S60,2002,186029,9734,1984
2011-03-06,GI7DYNF,FIAT,FIORINO,2000,33160,373,1380
2016-06-12,6H1LL3T,VOLVO,V60,2007,34763,3396,1621
2017-03-13,Q5C9I26,VOLKSWAGEN,JETTA,2007,147292,3702,1795
2011-10-28,NT5OBO0,FORD,FOCUS,2002,155546,7661,1118
2017-09-02,13H1Z7U,FIAT,FIORINO,2010,191502,4735,1891
2017-09-05,3OOY5Z8,FIAT,LINEA,2017,109863,333,1458
2016-12-05,84FGRAC,VOLVO,S90,2000,147118,8241,1053
2017-10-13,40B1MHK,FIAT,ALBEA,2000,188556,7790,1289
2016-11-21,LCQNQF9,FIAT,SPIDER,2008,126147,6480,883
2012-11-16,I7UZ1HM,VOLKSWAGEN,GOLF,2002,93255,3867,1462
2018-10-16,VZZWBB6,VOLKSWAGEN,POLO,2016,184101,3514,450
2010-11-22,UUH70Y1,FIAT,SPIDER,2003,62771,6808,1560
2010-06-25,WNOTG1W,FORD,KA,2000,149406,9583,1003
2017-01-16,70KS53Y,VOLKSWAGEN,PASSAT,2000,179863,2652,1119
2014-10-03,4OYRXPY,VOLKSWAGEN,GOLF,2003,123441,4055,925
2020-05-02,ECWBCH0,VOLVO,S60,2004,168063,9839,1622
2015-04-29,3DN75RW,FORD,FIESTA,2008,90057,4837,885
2013-12-10,NNWDWLF,MERCEDES,A180,2006,128447,9632,1242
2016-12-26,WKKOBDD,FORD,ESCORT,2003,97897,2152,673
2017-09-08,4GGXJCU,FIAT,DOBLO,2016,114013,8430,492
2010-06-22,I4EO04N,FIAT,ALBEA,2002,171294,4566,1069
2018-04-01,VY1KI6W,VOLVO,V60,2008,31519,644,1397
2010-10-03,66KO2KV,MERCEDES,S350,2005,24325,4339,1553
2013-12-14,HWW4RZI,MERCEDES,E200,2008,1471,6546,1019
2014-12-23,OLET68Z,VOLKSWAGEN,JETTA,2003,185236,6708,1196
2017-01-03,187IE9Z,VOLVO,XC90,2014,16897,520,302
2014-10-13,CO5R1HS,VOLKSWAGEN,SCIROCCO,2011,51039,768,1739
2014-01-25,QXAH4GT,VOLKSWAGEN,PHOETON,2013,103463,2183,340
2018-05-11,FC5FP6Q,VOLKSWAGEN,PASSAT,2015,172215,2214,1500
2013-06-14,M1U47J3,VOLVO,S40,2003,105547,6762,290
2019-04-19,UGXYW3B,VOLVO,S60,2004,170343,7227,1413
2019-08-11,GAS32GC,VOLVO,V60,2004,112009,2857,1314
2013-01-27,AJS8EKX,FORD,FIESTA,2003,108746,2026,343
2015-06-07,O9WWBXX,MERCEDES,S600,2011,123649,1364,837
2010-01-02,MIQ4IAB,VOLKSWAGEN,PASSAT,2009,192400,2696,1741
2010-08-11,F3CTSTF,FORD,KUGA,2006,105109,2354,587
2012-07-29,9PV3IHJ,FORD,MONDEO,2002,16093,8345,1294
2017-11-04,9U5B4LZ,VOLVO,XC90,2005,174603,8466,1898
2017-11-09,G92SZ6X,MERCEDES,S600,2015,174368,3160,1455
2013-04-25,3HSZUCW,FORD,ESCORT,2000,31295,9783,1852
2013-01-01,HRCST2B,FIAT,LINEA,2008,34047,2059,295
2020-05-14,G74CFG5,FORD,KUGA,2014,75349,3942,1471
2016-10-21,TMRIIYT,MERCEDES,S350,2016,99077,868,477
2010-10-21,1P1C8DU,VOLKSWAGEN,POLO,2008,173847,747,1857
2015-03-30,FNY8T1R,VOLVO,S40,2015,116944,8499,1439
2014-02-06,Z27RXZ2,VOLKSWAGEN,SCIROCCO,2004,83577,7521,1768
2016-12-22,5CI9XR2,MERCEDES,E250,2007,103307,1744,857
2019-10-10,FNPCLH5,VOLKSWAGEN,PASSAT,2000,39559,3955,1745
2016-10-10,OW8XNME,FORD,FIESTA,2014,141024,9227,425
2017-09-29,NIHDFRM,VOLVO,XC90,2015,1523,3932,1634
2012-10-22,XN5CVKO,FIAT,EGEA,2003,49065,5222,646
2013-03-02,EUHZ2IS,FORD,KUGA,2008,109325,9977,291
2017-01-10,XZQTOJG,FORD,ESCORT,2005,31623,3495,277
2015-02-26,ANIE1JS,MERCEDES,E200,2015,67509,4100,1640
2019-09-07,8IGCCBG,MERCEDES,A180,2015,179036,4396,476
2019-02-08,ACB4SIZ,VOLKSWAGEN,SCIROCCO,2004,146222,2873,532
2017-06-03,9VS7S31,VOLKSWAGEN,PASSAT,2014,113056,7095,666
2016-01-21,IY7IGSC,FORD,FOCUS,2008,19391,3356,1211
2017-10-09,N89RCNH,FORD,FOCUS,2012,164472,2926,1361
2010-07-07,LJA3XE7,VOLKSWAGEN,GOLF,2010,159190,6948,771
2010-12-25,M1RJ271,FIAT,FIORINO,2009,92233,9288,920
2013-06-05,HEVMEYO,MERCEDES,A180,2006,23518,1928,1280
2013-01-03,J115UA4,FIAT,EGEA,2003,170371,6597,503
2012-08-23,CYOTXIS,MERCEDES,E250,2011,116098,3042,1087
2016-04-23,TKPP3Q2,VOLKSWAGEN,GOLF,2012,52614,3930,1805
2018-10-20,FJXR6S4,FORD,FIESTA,2010,20786,9562,428
2020-01-10,0WRWT6M,MERCEDES,S600,2018,126199,9313,588
2016-02-09,A3XASQT,MERCEDES,E200,2014,21801,5415,1703
2012-04-20,X37YVGN,VOLVO,S60,2004,152805,4738,297
2011-07-29,WFL36C5,FIAT,MAREA,2000,9619,2901,507
2014-04-22,T3MZFCY,VOLKSWAGEN,JETTA,2005,150229,8312,1227
2017-01-11,MIBLGSG,VOLKSWAGEN,SCIROCCO,2009,142155,466,1492
2014-11-02,DY6SO72,FIAT,FIORINO,2007,90835,5158,1354
2013-02-07,HBNM0SB,FIAT,SPIDER,2007,55560,1630,797
2010-12-08,STKFJ99,VOLKSWAGEN,JETTA,2005,22619,5215,932
2011-08-09,80H25LL,VOLVO,S60,2009,114378,4311,1564
2018-05-15,LW3GRE7,VOLKSWAGEN,POLO,2009,28277,1630,1558
2012-07-29,BA6QVO7,MERCEDES,A180,2005,126687,9504,1567
2014-09-06,ENPFYKG,VOLKSWAGEN,POLO,2006,11843,2437,1953
2014-07-01,VON2FZQ,FIAT,MAREA,2007,38517,5141,609
2016-07-15,G6V0611,VOLVO,S60,2006,136487,1967,616
2019-12-16,0AOYMHA,VOLKSWAGEN,PHOETON,2019,185685,7190,1760
2014-08-13,W7PPGNX,FORD,ESCORT,2010,116083,6704,1762
2011-01-14,SAWDH86,FORD,ESCORT,2007,99798,2165,1300
2011-02-20,P4FEB02,VOLKSWAGEN,PHOETON,2004,51951,1107,612
2016-07-20,98HU6RK,VOLVO,V60,2015,125889,4300,602
2011-07-08,6HW0F7Y,VOLVO,S90,2007,187862,4641,1506
2017-10-11,1NF0U8L,FIAT,ALBEA,2010,195721,4322,1147
2019-04-01,26GVKAL,FIAT,SPIDER,2012,110573,4495,368
2018-06-20,32FSL7E,MERCEDES,S350,2013,45987,5303,397
2014-09-03,S24UJ1T,FIAT,DOBLO,2002,188747,7198,785
2014-02-27,XVJ106V,FIAT,ALBEA,2002,67198,8063,1067
2010-04-08,2YQUM9V,VOLVO,V60,2009,10415,8412,455
2018-07-16,C6RD80U,VOLKSWAGEN,SCIROCCO,2001,50319,8730,1664
2017-04-25,O7TUJT7,VOLVO,V60,2000,123414,9579,328
2017-08-28,ZAJAMN3,FIAT,DOBLO,2014,121189,529,1122
2012-10-24,QF0OBXE,FIAT,FIORINO,2004,99368,7270,1257
2019-07-31,9BGATOL,FORD,FIESTA,2008,185233,5632,1379
2010-11-27,UBJCZMY,VOLVO,V40,2002,154936,6647,1256
2011-05-02,MYSVMJN,VOLKSWAGEN,POLO,2011,77051,7450,375
2012-07-01,HAV1AEU,VOLKSWAGEN,PHOETON,2004,125160,3349,1037
2014-10-19,SIO4E63,FORD,FIESTA,2008,54734,7026,1095
2017-01-25,58FU1EW,VOLVO,V60,2005,68105,5884,1541
2012-08-21,W2MLI1M,MERCEDES,S600,2000,13970,1773,496
2018-03-03,0X2CHVX,FORD,ESCORT,2002,32543,8791,1463
2018-07-23,653G9KO,FORD,FIESTA,2018,169892,344,266
2018-10-22,QJLI41H,VOLVO,V40,2017,126201,4508,694
2013-12-08,PJNZCF2,FIAT,ALBEA,2000,85477,8287,1720
2018-05-15,HY9HOAY,MERCEDES,S600,2001,1993,1507,495
2019-01-11,BAJ4YMN,VOLKSWAGEN,SCIROCCO,2016,162771,8637,1814
2010-04-05,C5YTBO9,VOLKSWAGEN,GOLF,2003,64376,6706,546
2015-07-21,KDOF8VI,VOLVO,V40,2001,10254,5832,850
2010-02-24,CTWIC0U,VOLVO,S90,2008,50188,979,1039
2018-05-16,ZYWA89D,FORD,FIESTA,2018,140639,2068,1505
2016-03-20,72VD3BP,FIAT,ALBEA,2009,173285,6181,1152
2017-02-07,1J66ONK,MERCEDES,E250,2003,52224,9805,1203
2011-03-24,0ZXDTV8,FORD,KUGA,2007,107716,4064,1041
2017-02-23,OKQYHC0,MERCEDES,A180,2003,22216,7198,774
2018-04-06,JRQHMJT,VOLVO,V40,2006,142837,3485,755
2017-05-24,CK40BCT,FORD,KA,2017,33952,9888,1915
2017-01-13,3LFJ3WM,VOLKSWAGEN,PASSAT,2000,16039,312,1003
2016-12-31,Q5WKSWV,VOLKSWAGEN,GOLF,2002,41378,2226,1254
2018-06-24,9QBFDKG,FIAT,EGEA,2018,138191,2937,1910
2017-12-28,3WK7FS9,FIAT,SPIDER,2003,86414,6300,822
2010-12-09,O9DNESX,VOLVO,V60,2009,2675,7659,1230
2020-03-27,RD88VV9,MERCEDES,S350,2004,49967,594,802
2010-04-15,D36JRNJ,FIAT,LINEA,2000,27399,3298,1984
2012-05-04,LDC5H4U,VOLKSWAGEN,PHOETON,2012,114881,2982,550
2014-07-13,3L7E3Y3,VOLKSWAGEN,JETTA,2005,59718,9651,490
2014-11-01,8PS0OS6,VOLKSWAGEN,SCIROCCO,2002,192973,9670,924
2013-07-09,E4FDPBF,FORD,ESCORT,2005,160011,8180,870
2020-02-12,R5C0UX6,MERCEDES,S600,2006,170025,342,1740
2011-09-28,NCJ8JGX,FORD,KA,2011,159025,6625,493
2010-05-15,45GDZOL,MERCEDES,E250,2000,14663,8058,846
2016-05-21,066VJY6,FORD,KUGA,2016,93582,8487,1748
2012-10-22,ACROWVH,VOLKSWAGEN,PHOETON,2009,78781,1179,1752
2014-11-19,225JOIP,MERCEDES,S600,2007,39836,416,1052
2015-11-20,W9KM4L7,FIAT,LINEA,2004,122658,2425,390
2017-04-12,LU7RVMR,VOLVO,S60,2001,108767,161,1788
2018-07-17,23YN4EN,FIAT,EGEA,2017,109519,4965,1600
2017-07-20,S7C2B51,FIAT,MAREA,2010,126878,9612,1521
2020-01-06,NRDZ0Y7,VOLVO,S40,2004,101764,8844,1312
2015-02-04,8IO2MA6,MERCEDES,A180,2006,59621,6819,1403
2016-01-06,BZMLTUY,MERCEDES,C180,2001,90482,2184,711
2018-12-25,PM620SR,VOLVO,S90,2000,161030,3530,954
2018-06-16,WNW4999,VOLKSWAGEN,PHOETON,2018,57961,616,1120
2014-07-11,5GK969D,FORD,FIESTA,2001,117252,4300,947
2019-04-27,3HBT5II,FIAT,EGEA,2017,149726,8301,921
2017-03-28,8O0ESNE,VOLVO,S60,2009,162762,5291,256
2016-10-29,G74UK72,VOLVO,V60,2010,176391,4048,769
2018-11-20,QT32AG9,VOLVO,V60,2008,27794,6371,1315
2011-06-26,KERAWGD,VOLVO,S60,2002,186581,3947,1225
2011-08-05,KYUIWNA,MERCEDES,S350,2009,80036,2861,1963
2019-11-12,VLI37V9,FIAT,SPIDER,2004,91311,9013,963
2015-04-26,LRFKFJV,VOLVO,V40,2005,22535,2552,1379
2016-12-22,3M2JJE8,FORD,MONDEO,2010,190089,2706,1896
2018-10-30,6KQB0CS,FIAT,ALBEA,2005,114491,7308,1030
2013-12-23,XF95ANV,FORD,MONDEO,2003,67094,1003,1451
2011-10-31,QGK778S,VOLVO,V40,2006,190669,440,1273
2013-10-05,KJH0YH9,VOLVO,V60,2004,74858,4158,1626
2014-06-18,UK7HXSZ,MERCEDES,S350,2005,34354,3130,1445
2018-03-04,91KQEZ0,MERCEDES,S600,2000,48080,9044,1442
2014-09-04,BPFD5NB,MERCEDES,E250,2013,194903,5763,1545
2019-05-06,22TPC4D,VOLKSWAGEN,PASSAT,2017,144726,9013,1290
2014-08-28,2JRD7B8,VOLVO,S90,2002,45975,7178,692
2019-05-15,NAUZ312,VOLVO,S60,2016,118789,9456,1308
2020-01-17,8V8V35E,FIAT,LINEA,2020,151210,8288,1096
2017-01-18,P1FA6M2,FIAT,DOBLO,2012,67381,7296,1851
2014-12-21,6K8HM44,VOLVO,XC90,2003,37657,2284,1835
2016-11-03,TGXP4FF,FORD,KA,2009,181232,9321,1011
2016-12-17,DHHG0Z1,MERCEDES,E250,2001,127760,3486,328
2013-07-15,BZLQR98,VOLVO,V60,2012,115409,8067,264
2015-09-28,GWS9GAB,VOLVO,S40,2010,14768,8780,1007
2016-12-20,QCCK8SV,FIAT,SPIDER,2001,101192,6924,1718
2014-09-07,T44452D,FIAT,SPIDER,2005,59609,5003,490
2018-07-10,Z2OAL0E,FORD,ESCORT,2002,94552,3863,509
2015-04-15,TGPM7Z9,FIAT,FIORINO,2015,137613,3216,1775
2016-03-07,4DR8KAD,FORD,FOCUS,2013,58638,5233,1665
2015-09-18,ARKCBNY,MERCEDES,E250,2013,118450,5599,1914
2014-05-13,SRLJ1MU,VOLKSWAGEN,JETTA,2013,136113,355,1772
2010-09-17,4ZVC07L,FIAT,LINEA,2005,2422,2280,946
2016-10-06,UAPQC1P,FORD,FIESTA,2014,149180,9007,580
2011-02-15,RLA94B3,VOLVO,V40,2005,79198,5539,1493
2015-04-24,TSN9HNM,VOLVO,XC90,2004,86997,4459,1869
2010-07-06,M8AFRXR,VOLVO,XC90,2001,156469,7687,1953
2013-09-08,8HCRD52,VOLVO,S90,2013,61790,6411,593
2015-03-13,HKMPHOR,FIAT,FIORINO,2002,35752,9727,308
2016-05-08,4MLDKTK,MERCEDES,C180,2004,171264,5217,1938
2010-10-26,TG2BCLQ,MERCEDES,S600,2000,89145,5955,721
2016-05-29,7SI4C4O,FORD,ESCORT,2015,85723,7843,1394
2014-10-02,TA51NP8,MERCEDES,E250,2008,14278,9629,289
2017-08-25,DOPXIML,FIAT,ALBEA,2015,132492,7831,1410
2011-09-08,6OR1NLM,FORD,ESCORT,2002,40265,2519,1676
2015-02-14,0P0ITGV,FORD,ESCORT,2015,156255,8531,959
2012-10-25,UTD53JH,VOLKSWAGEN,GOLF,2006,153764,3577,1863
2019-12-17,S8TXLM4,MERCEDES,A180,2009,57509,971,1671
2016-06-26,H69E0RP,VOLKSWAGEN,SCIROCCO,2012,91559,3554,1050
2018-07-28,9U6H0TW,FIAT,ALBEA,2007,12228,3020,1420
2019-10-13,76CXPBB,FORD,FOCUS,2011,79344,9245,1902
2019-05-07,GLA9MSL,VOLVO,S90,2009,35601,8745,1968
2018-08-25,YTK3GUB,FORD,FIESTA,2007,104150,670,532
2011-10-19,TJ4AT0N,MERCEDES,C180,2000,19467,3044,375
2014-04-06,KVNSRO9,VOLVO,V40,2013,62810,3163,681
2018-06-19,UBHF8ZT,VOLKSWAGEN,SCIROCCO,2010,45814,1060,1572
2015-08-01,WDTQ7J1,MERCEDES,C180,2003,63446,4062,1128
2020-01-06,P8ZGYAV,VOLKSWAGEN,GOLF,2001,134349,7942,1005
2013-08-15,7CIJ37R,FIAT,MAREA,2012,38623,6981,1547
2016-06-12,RPCUE7K,VOLVO,V60,2007,185096,4594,1220
2017-10-19,U8SZGUB,VOLKSWAGEN,PASSAT,2001,157159,791,1581
2014-04-27,E9KRLIB,MERCEDES,C180,2005,122102,5596,915
2015-09-28,KEGY8MN,VOLVO,XC90,2010,18745,214,1705
2015-03-24,6SALTYJ,FIAT,SPIDER,2002,65273,9487,1796
2017-05-24,CVFQLOK,FORD,FIESTA,2003,33154,6030,1585
2019-03-20,JXFJDDT,VOLVO,S90,2011,174642,2130,491
2012-01-08,2IXQVDY,VOLVO,V40,2011,189511,5466,277
2013-05-25,PS5I2XW,VOLVO,V60,2002,20584,8188,444
2017-11-19,8EA3A13,MERCEDES,E250,2009,180874,7215,1880
2011-12-22,EUXYJ03,VOLVO,S90,2004,47543,4152,442
2013-06-07,S6OQG9D,VOLVO,V40,2006,33788,7593,1104
2018-04-10,ZO67A32,VOLVO,XC90,2015,98437,8592,393
2017-10-04,C5ZME9P,FIAT,ALBEA,2000,15324,9376,759
2010-03-31,FRZKOAJ,FIAT,FIORINO,2000,165236,9453,908
2011-03-18,X5K1IX5,FIAT,ALBEA,2009,109556,2408,1128
2014-08-14,ZV9FLVC,FORD,KA,2007,20492,9148,1373
2015-09-13,OS2Z6HB,VOLKSWAGEN,PHOETON,2010,161122,8648,1818
2017-09-25,XAQI022,VOLKSWAGEN,PHOETON,2011,118817,5417,503
2018-01-11,Q2VX7ZB,VOLVO,V60,2014,189016,6837,634
2015-07-07,NWRJS7T,VOLKSWAGEN,PASSAT,2012,132197,1387,993
2010-01-05,8GKR20J,FIAT,ALBEA,2008,148928,3704,1343
2016-07-30,766MCF7,FORD,ESCORT,2012,17801,2862,626
2010-06-07,B8ED6SO,MERCEDES,S600,2004,132310,2788,941
2019-11-07,K0PLJWY,VOLKSWAGEN,JETTA,2002,143086,6428,367
2013-12-05,FXCRQ8I,FORD,FOCUS,2011,30237,8331,1154
2020-04-25,XB186R7,VOLKSWAGEN,JETTA,2007,115101,3682,1389
2012-03-06,DVSIDRP,FIAT,MAREA,2008,67896,6234,933
2018-03-01,LC0M0ZC,MERCEDES,S350,2003,162553,7765,647
2018-06-22,MDOOMB0,VOLVO,S60,2014,91523,1304,1770
2017-07-18,KF98QIF,FORD,KUGA,2000,19402,1607,475
2013-02-26,9L3ZRU6,FIAT,EGEA,2004,27669,7491,1939
2015-01-05,V6HB1Z2,MERCEDES,S600,2002,20791,3897,672
2016-07-29,K00OX75,VOLKSWAGEN,GOLF,2013,90031,5392,696
2010-11-23,LL4N9LW,VOLKSWAGEN,GOLF,2006,147632,7372,777
2018-11-17,AO1OODV,FIAT,MAREA,2014,161296,7410,1150
2017-09-11,PRU99KJ,MERCEDES,C180,2002,81143,2108,1335
2016-01-16,2Q5ZDCX,VOLKSWAGEN,SCIROCCO,2006,175968,8606,1562
2010-08-05,CAQ5XHM,FORD,MONDEO,2008,96740,8461,795
2019-10-27,S76SF3G,MERCEDES,E250,2019,139785,1283,1996
2010-06-30,BP0IP2N,VOLVO,V60,2001,82583,3689,482
2010-03-10,QL5DT4A,MERCEDES,C180,2006,148491,7287,1229
2013-01-06,W8VGAVL,VOLVO,V60,2005,36462,4369,1359
2015-03-31,O50GWJW,FIAT,EGEA,2003,15553,8112,804
2011-11-04,WEMBRQE,FORD,FIESTA,2002,120859,4885,788
2011-06-05,KOOKHBE,VOLKSWAGEN,GOLF,2000,53554,2015,945
2012-10-29,N3JATOL,FORD,ESCORT,2006,67338,5676,1683
2014-08-13,LUNA86Y,MERCEDES,A180,2010,53687,8473,1815
2017-06-30,FH8T8G6,VOLKSWAGEN,SCIROCCO,2002,131110,6022,1302
2013-12-12,AR5M2MU,VOLVO,S40,2005,196740,2448,1686
2015-03-29,1LWMR15,MERCEDES,C180,2006,186756,2019,830
2015-02-11,QAEWTG8,MERCEDES,S350,2008,172994,3805,1644
2020-06-02,8PU3KOR,FIAT,DOBLO,2013,198073,7289,389
2011-01-22,N99SNTQ,VOLKSWAGEN,GOLF,2005,95971,7781,899
2020-01-17,L8LDR53,VOLKSWAGEN,POLO,2001,55204,7382,1779
2020-03-18,41KE6JW,VOLVO,V40,2020,179597,7709,1522
2011-01-01,ZFABZ11,FORD,FOCUS,2011,41522,2096,1777
2018-06-16,LWT75GB,VOLVO,V60,2015,71977,9594,953
2018-08-05,W8JA7LC,FIAT,EGEA,2012,96736,3023,576
2015-09-29,COIH0DR,FIAT,EGEA,2006,191427,9901,1422
2016-07-23,PDZ9IV3,MERCEDES,C180,2015,36112,1646,1931
2015-03-05,JB7I48V,FORD,MONDEO,2006,41232,4471,1290
2018-05-17,V1A82E6,FORD,KA,2002,31518,6457,496
2017-03-23,3F2N9RZ,FORD,KUGA,2008,38249,7698,1488
2017-09-04,GRO70S0,VOLVO,V60,2008,14454,7974,1162
2015-08-27,LJ3KYWE,FIAT,ALBEA,2007,89184,7906,1114
2014-12-26,HIKCLN2,FORD,FIESTA,2014,130413,4376,1317
2011-04-16,E75DYAG,VOLKSWAGEN,JETTA,2006,2188,8509,1220
2013-03-14,UK7O1RI,MERCEDES,C180,2012,44972,5519,1391
2015-10-20,6ZSO0J6,VOLKSWAGEN,GOLF,2001,101857,6561,1590
2013-07-31,JV1VTLW,MERCEDES,C180,2001,5316,7851,726
2017-01-02,RJ376YN,MERCEDES,S600,2010,173830,811,883
2014-07-08,GQ5VEYV,VOLVO,S40,2008,122325,5627,1732
2015-01-11,Q20KRWQ,FIAT,MAREA,2006,1186,3058,1808
2017-06-03,0QS7MKY,MERCEDES,E200,2006,25323,7168,1746
2014-05-21,9GFLKPU,MERCEDES,E250,2007,31168,3478,450
2019-01-27,NBF74LC,VOLVO,S60,2015,127462,7696,842
2011-10-05,WVVCT19,MERCEDES,E250,2002,4169,1043,1303
2016-08-13,YWHCRXK,VOLKSWAGEN,POLO,2004,129725,2332,1606
2013-12-12,QN2UN8G,VOLVO,S60,2013,153425,1992,490
2016-05-03,9YMYB9S,VOLVO,S60,2011,122885,7486,787
2017-09-06,NFFRUA8,VOLKSWAGEN,JETTA,2002,21381,6121,1448
2010-12-22,HJTW2RB,VOLKSWAGEN,PHOETON,2001,14584,1094,401
2014-01-14,O2PHNZG,VOLKSWAGEN,PASSAT,2013,176125,8287,1181
2018-01-28,NXXQ2RO,VOLKSWAGEN,JETTA,2016,96488,6006,1780
2017-11-30,FFN6FFP,MERCEDES,C180,2016,150995,6638,810
2017-05-14,C14O4BX,FORD,KUGA,2012,126727,4465,840
2019-10-09,OOSNDNS,FIAT,SPIDER,2002,135056,1749,1814
2018-01-29,L1EWFYW,VOLVO,S40,2006,30733,6186,1326
2016-08-06,O7X8AOI,MERCEDES,E200,2009,49456,7590,1566
2020-05-03,6PIV3YA,FORD,MONDEO,2005,191911,6724,1307
2010-10-30,1XKSY32,FIAT,SPIDER,2010,1145,1699,481
2019-08-21,51M3GGK,VOLVO,XC90,2014,47616,9662,308
2017-04-19,TMPLDHK,VOLVO,S90,2005,177912,1470,1384
2013-12-28,YNQRD3Y,MERCEDES,C180,2008,38511,5517,1190
2013-10-02,5INBMBW,FORD,MONDEO,2007,178878,3497,1714
2012-12-16,Q9E63JC,FIAT,MAREA,2008,15612,2269,1435
2013-10-11,ACZ3ZCO,VOLVO,XC90,2001,9247,5098,522
2013-02-22,0PZMKS1,VOLVO,S60,2005,118500,3102,1633
2014-08-29,2TDG8ZN,VOLVO,V60,2002,63634,4392,1894
2019-07-14,O2PSQJK,FIAT,SPIDER,2003,146859,8811,353
2019-12-24,VDCCJR4,MERCEDES,C180,2018,104246,4549,1669
2018-01-28,KA23813,VOLVO,S90,2016,13508,6002,1073
2012-03-11,0DMLE7E,MERCEDES,C180,2002,62166,8325,618
2018-07-01,6XBHZSE,VOLKSWAGEN,SCIROCCO,2015,1686,3503,1720
